idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
172,48.9,93.6,0.3,12.32,99.0,0.04,6.56,3.61,4.59,3.59,2.11,2.0,1.12,1.33,1.24,0.94,0.12,0.15,2.0,2.94
173,22.9,82.0,9.7,90.14,95.0,0.96,31.67,21.36,17.84,4.48,5.5,2.8,1.26,2.28,1.48,10.0,2.89,0.16,20.09,30.09
174,22.5,26.9,2.2,36.14,95.0,0.05,54.13,53.99,25.74,0.47,0.37,8.99,2.04,2.61,1.3,11.44,0.23,0.13,42.57,54.01
175,47.3,21.1,5.9,1.45,99.0,0.04,14.16,8.87,9.28,8.84,2.01,1.75,1.34,1.81,1.74,0.36,0.77,0.13,7.62,7.99
176,7.1,52.4,9.5,98.73,95.0,0.61,53.13,39.13,32.1,5.28,7.28,5.69,1.24,3.09,1.77,14.64,2.13,0.16,36.75,51.39
177,6.6,82.0,5.1,78.21,95.0,0.39,35.22,28.19,25.16,3.7,3.63,3.2,1.27,1.52,1.11,6.27,2.12,0.16,27.5,33.77
178,44.3,70.3,2.4,1.82,99.0,0.03,11.62,6.5,6.97,5.04,2.62,2.21,1.08,1.41,1.45,0.84,0.17,0.16,4.14,4.98
179,44.9,48.6,0.3,3.41,99.0,0.01,11.47,4.89,5.72,6.64,3.13,2.63,1.13,1.38,1.21,1.12,0.03,0.15,2.14,3.25
180,0.2,49.2,4.6,96.24,95.0,0.28,56.35,43.26,37.46,4.79,4.68,4.63,0.07,1.72,1.29,10.84,1.34,0.16,41.1,51.94
181,15.1,14.1,3.5,0.0,0.0,0.0,55.47,55.41,55.39,0.47,0.4,0.29,2.25,2.45,1.45,0,0.0,nan,0,0
182,15.8,84.0,0.1,55.97,95.0,0.01,26.83,20.92,17.85,3.78,3.27,3.41,1.19,1.24,1.1,4.08,0.05,0.16,20.89,24.97
183,37.5,83.9,1.3,0.0,99.0,0.0,14.61,8.19,7.86,4.52,3.37,2.61,1.11,1.31,1.2,0.52,0.0,0.12,3.14,3.65
184,46.3,71.3,9.0,0.0,0.0,0.0,15.98,11.71,11.97,5.17,1.63,1.29,1.02,2.18,1.57,0,0.0,nan,0,0
185,14.5,37.2,4.0,99.54,95.0,0.24,55.89,45.08,31.52,0.45,7.89,6.88,2.34,2.05,1.26,17.96,0.73,0.15,37.89,55.85
186,49.9,58.9,3.7,6.09,99.0,0.12,9.53,6.5,7.24,4.59,1.81,1.77,1.2,1.75,1.44,0.47,1.57,0.16,5.45,5.92
187,21.4,27.5,0.6,13.63,95.0,0.0,52.51,52.43,28.7,0.47,0.37,9.68,2.6,2.21,1.26,6.06,0.04,0.13,46.31,52.37
188,5.1,83.5,2.9,63.92,95.0,0.19,33.54,27.4,24.73,3.56,3.22,3.09,1.06,1.19,0.91,4.71,1.32,0.16,27.1,31.8
189,46.8,24.9,2.7,3.74,99.0,0.06,12.52,6.34,6.99,8.95,2.58,2.26,1.38,1.55,1.52,0.73,0.46,0.15,4.48,5.21
190,25.5,19.0,3.8,10.79,95.0,0.02,55.74,55.66,21.54,0.47,0.36,8.76,2.44,2.2,1.55,8.67,0.16,0.11,46.92,55.59
191,47.8,88.4,8.1,0.09,99.0,0.0,14.01,10.75,11.1,4.39,1.53,1.32,1.03,2.14,1.58,0.09,0.25,0.09,9.96,10.05
192,31.5,91.3,9.4,54.78,95.0,0.77,24.47,16.04,14.06,4.42,4.53,1.56,1.17,1.64,1.78,5.82,2.93,0.16,16.44,22.27
193,27.5,72.0,0.6,53.44,95.0,0.05,24.43,15.89,12.62,4.8,4.09,3.62,1.02,1.19,1.08,5.85,0.18,0.16,15.95,21.8
194,36.6,45.1,7.6,31.19,95.0,0.34,28.73,12.91,12.04,10.42,4.85,1.76,1.34,2.49,1.44,7.23,1.08,0.15,15.45,22.68
195,32.2,28.6,0.6,92.11,95.0,0.03,52.5,23.71,12.99,0.44,13.31,5.57,2.25,1.37,1.08,34.5,0.05,0.14,17.94,52.44
196,46.3,12.7,4.8,1.71,99.0,0.04,56.64,8.1,8.63,0.4,2.37,2.0,2.68,1.83,1.45,0.49,0.55,0.14,6.54,7.03
197,17.2,29.8,7.4,83.52,95.0,0.35,59.34,59.22,29.2,0.46,0.37,8.43,2.47,1.98,1.68,16.86,1.22,0.13,42.44,59.3
198,48.8,26.0,6.6,1.25,99.0,0.03,13.2,9.36,9.73,7.03,1.7,1.56,1.31,1.69,1.79,0.27,1.02,0.14,8.37,8.63
199,15.0,55.7,4.0,97.65,95.0,0.31,43.14,31.17,24.69,5.26,5.13,4.78,1.12,1.7,1.15,12.75,1.02,0.16,28.45,41.19
200,8.4,16.2,2.2,0.0,0.0,0.0,54.12,54.09,54.09,0.48,0.41,0.33,2.41,1.92,1.9,0,0.0,nan,0,0
201,45.3,49.7,2.3,2.64,99.0,0.04,12.15,6.22,6.9,6.42,2.7,2.29,1.13,1.54,1.26,0.84,0.24,0.15,4.03,4.87
202,45.3,99.6,4.6,1.6,99.0,0.04,11.58,7.98,8.39,3.99,2.06,1.78,1.16,1.46,1.36,0.47,0.51,0.15,6.38,6.85
203,7.0,19.2,1.0,0.0,0.0,0.0,52.98,52.92,52.92,0.48,0.41,0.33,2.06,2.18,2.03,0,0.0,nan,0,0
204,17.1,9.1,2.5,0.0,0.0,0.0,54.44,54.39,54.39,0.48,0.41,0.31,2.37,2.32,1.81,0,0.0,nan,0,0
205,12.9,57.0,8.9,98.36,95.0,0.64,46.97,33.15,26.48,5.32,7.03,5.23,1.26,2.73,1.66,14.51,1.99,0.16,30.72,45.23
206,37.5,41.3,4.2,19.09,95.0,0.13,27.34,10.9,9.85,11.86,4.95,2.4,1.32,1.89,1.52,5.55,0.48,0.15,14.12,19.67
207,26.2,37.7,3.4,99.2,95.0,0.21,55.28,27.74,17.42,0.43,9.45,5.31,2.51,1.95,1.21,31.24,0.36,0.15,22.03,53.28
208,3.1,27.8,9.7,23.32,95.0,0.12,61.6,61.51,48.25,0.47,0.38,9.02,2.48,1.82,1.89,1.17,6.4,0.12,60.31,61.47
209,6.3,50.3,6.3,98.34,95.0,0.41,52.63,40.13,33.19,5.14,5.75,5.16,1.12,2.04,1.53,13.27,1.55,0.16,37.49,50.77
210,43.1,21.6,2.8,0.55,99.0,0.01,54.63,7.49,7.76,0.4,3.55,2.59,2.62,1.68,1.47,0.72,0.07,0.14,4.62,5.34
211,12.4,40.0,4.5,99.94,95.0,0.27,56.38,43.81,32.38,0.44,7.13,6.37,2.35,1.91,1.26,18.41,0.81,0.15,37.91,56.33
212,47.7,84.9,8.7,0.0,0.0,0.0,14.7,11.37,11.62,4.53,1.49,1.27,1.0,1.87,1.65,0,0.0,nan,0,0
213,1.1,3.2,7.1,0.0,0.0,0.0,59.09,59.06,59.09,0.46,0.4,0.36,2.4,1.93,1.95,0,0.0,nan,0,0
214,44.8,47.3,5.9,0.58,99.0,0.01,15.33,9.28,9.61,7.09,2.26,1.78,1.26,1.83,1.44,0.38,0.3,0.13,7.69,8.07
215,0.0,39.2,9.3,98.54,95.0,0.5,61.16,51.5,42.76,0.45,8.08,6.38,2.44,3.08,1.77,12.71,2.38,0.15,48.41,61.12
216,41.3,85.5,9.7,0.0,0.0,0.0,18.96,12.87,12.79,4.87,2.31,1.28,1.13,2.75,2.18,0,0.0,nan,0,0
217,12.4,10.9,1.6,0.0,0.0,0.0,53.59,53.55,53.59,0.48,0.41,0.35,2.68,2.23,1.81,0,0.0,nan,0,0
218,26.1,68.2,9.4,89.79,95.0,0.89,33.17,20.21,16.65,5.51,6.27,2.65,1.37,2.46,1.3,12.45,2.25,0.16,18.89,31.34
219,36.1,64.7,7.7,24.31,95.0,0.32,23.61,13.01,12.04,6.33,4.38,1.67,1.28,2.22,1.74,3.99,1.55,0.15,15.44,19.42
220,22.9,55.2,0.5,95.35,95.0,0.05,36.45,24.65,17.74,5.85,5.02,4.76,0.94,1.24,1.1,12.41,0.13,0.16,21.52,33.93
221,39.1,23.3,9.2,21.58,95.0,0.29,61.07,12.99,12.78,0.41,3.56,1.49,2.27,3.37,1.68,6.52,1.01,0.14,16.55,23.07
222,32.3,30.4,1.4,89.02,95.0,0.08,53.24,20.89,12.59,0.43,11.04,4.9,2.8,1.5,1.18,36.12,0.11,0.14,17.08,53.2
223,12.6,63.6,7.0,95.62,95.0,0.55,41.89,30.58,25.32,4.73,5.39,4.53,1.13,2.27,1.48,11.39,1.95,0.16,28.77,40.16
224,5.6,7.0,5.3,0.0,0.0,0.0,57.27,57.21,57.27,0.47,0.4,0.36,2.2,2.36,1.66,0,0.0,nan,0,0
225,29.1,38.8,2.3,95.01,95.0,0.16,54.12,22.75,14.56,0.42,8.46,4.75,2.49,1.48,1.15,26.89,0.27,0.15,18.58,45.47
226,30.1,1.0,3.1,0.0,0.0,0.0,55.07,54.99,54.92,0.47,0.37,40.24,2.02,2.38,0.0,0,0.0,nan,0,0
227,23.0,95.9,6.5,74.74,95.0,0.66,26.05,18.54,15.99,3.81,3.94,2.43,1.17,1.57,1.04,6.46,2.48,0.17,17.98,24.44
228,44.2,47.5,2.4,1.45,99.0,0.02,13.46,6.73,7.22,7.09,2.91,2.37,1.24,1.42,1.29,0.79,0.15,0.14,4.23,5.02
229,12.4,96.1,7.1,79.62,95.0,0.63,31.2,24.25,21.56,3.54,3.79,2.8,1.19,1.59,0.99,6.26,2.98,0.17,23.53,29.79
230,15.4,2.2,5.0,0.0,0.0,0.0,57.01,56.96,56.98,0.47,0.4,0.32,2.16,2.23,1.67,0,0.0,nan,0,0
231,33.7,42.0,2.6,58.26,95.0,0.17,35.6,14.44,11.13,11.63,6.62,3.3,1.04,1.43,1.06,15.05,0.34,0.15,14.6,29.66
232,33.4,92.5,2.3,0.0,0.0,0.0,17.23,10.66,9.58,4.12,3.46,2.41,1.09,1.36,1.21,0,0.0,nan,0,0
233,1.7,33.8,4.3,50.6,95.0,0.13,56.21,56.07,46.05,0.47,0.38,6.12,1.89,1.99,1.32,3.66,1.95,0.15,52.43,56.09
234,34.1,19.8,8.0,70.05,95.0,0.31,59.9,15.81,13.17,0.44,7.9,2.11,2.69,2.16,1.67,43.53,0.43,0.13,16.31,59.84
235,37.0,50.5,2.1,9.77,95.0,0.04,23.02,10.32,9.02,8.24,4.8,2.88,1.13,1.38,1.29,2.67,0.26,0.12,13.7,16.37
236,48.5,31.2,8.2,0.06,99.0,0.0,14.67,10.79,11.12,6.95,1.54,1.36,1.25,2.21,1.85,0.07,0.23,0.11,10.04,10.11
237,11.5,22.1,7.6,0.0,0.0,0.0,59.58,59.5,59.43,0.47,0.38,19.34,2.11,2.21,0.01,0,0.0,nan,0,0
238,14.7,95.2,5.0,70.89,95.0,0.43,28.69,22.05,19.55,3.56,3.47,2.79,1.11,1.43,0.91,5.48,2.15,0.16,21.62,27.1
239,9.4,22.3,4.2,0.0,0.0,0.0,56.18,56.12,56.04,0.47,0.39,0.29,2.43,2.24,1.76,0,0.0,nan,0,0
240,33.3,94.9,1.5,0.0,0.0,0.0,16.42,10.25,9.27,4.0,3.33,2.56,1.02,1.19,1.05,0,0.0,nan,0,0
241,19.7,21.3,9.7,38.45,95.0,0.2,61.69,61.58,25.66,0.47,0.37,8.63,2.06,2.14,2.11,13.87,0.89,0.11,47.71,61.58
242,7.1,5.2,0.7,0.0,0.0,0.0,52.68,52.64,52.71,0.48,0.42,0.42,2.32,2.01,1.83,0,0.0,nan,0,0
243,19.7,89.8,8.8,87.97,95.0,0.87,30.88,22.1,18.91,3.99,4.74,2.91,1.3,2.22,1.32,8.37,3.08,0.16,21.09,29.47
244,36.6,99.8,9.3,0.0,0.0,0.0,20.5,13.56,13.0,4.24,3.41,1.36,1.13,2.45,1.72,0,0.0,nan,0,0
245,16.5,18.6,9.4,4.69,95.0,0.02,61.3,61.22,33.53,0.46,0.37,12.82,2.51,2.57,2.16,0.1,13.84,0.15,61.02,61.13
246,37.3,3.2,6.7,40.18,95.0,0.15,58.63,58.53,11.64,0.44,45.78,2.16,2.33,0.01,1.5,42.59,0.21,0.1,15.94,58.53
247,18.9,37.4,3.4,99.96,95.0,0.2,55.26,40.52,26.04,0.44,8.53,6.75,2.61,1.77,1.26,23.24,0.48,0.15,31.98,55.22
248,8.5,0.3,2.9,0.0,0.0,0.0,54.86,54.81,54.86,0.47,0.41,0.4,2.07,2.21,2.08,0,0.0,nan,0,0
249,17.6,95.6,1.3,42.44,95.0,0.08,24.19,18.64,16.29,3.54,3.09,2.99,1.19,1.16,1.0,3.22,0.58,0.17,19.02,22.24
250,48.2,20.7,3.6,4.34,99.0,0.09,11.6,6.77,7.48,7.96,2.2,2.02,1.42,1.74,1.48,0.58,0.89,0.15,5.37,5.96
251,41.1,82.2,4.4,0.08,99.0,0.0,14.75,8.82,8.82,4.77,2.76,2.0,1.08,1.64,1.59,0.52,0.02,0.13,6.18,6.7
252,2.5,47.3,3.8,97.77,95.0,0.23,55.59,43.5,36.81,0.46,4.75,4.81,1.84,1.44,1.27,11.68,1.05,0.16,40.71,52.39
253,46.0,19.3,3.7,2.15,99.0,0.04,14.26,7.27,7.83,45.79,2.6,2.18,9.81,1.78,1.59,0.64,0.41,0.15,5.45,6.09
254,44.8,3.0,4.2,1.04,99.0,0.02,56.07,7.96,8.43,0.41,2.91,2.26,2.58,1.9,1.49,0.59,0.24,0.14,5.93,6.52
255,40.6,76.7,0.5,0.13,99.0,0.0,12.6,6.47,6.62,4.83,3.27,2.67,1.05,1.19,1.25,1.06,0.0,0.15,2.31,3.37
256,1.7,6.3,9.2,0.0,0.0,0.0,61.16,61.13,61.16,0.46,0.39,0.32,2.63,2.02,1.56,0,0.0,nan,0,0
257,12.9,74.7,9.0,93.78,95.0,0.75,38.51,28.46,24.04,4.31,5.38,4.07,1.27,2.29,1.51,10.12,2.76,0.16,26.94,37.05
258,17.0,27.2,9.6,73.13,95.0,0.38,61.53,61.39,28.55,0.46,0.37,8.88,1.99,2.35,2.09,17.0,1.36,0.13,44.46,61.46
259,30.8,26.2,7.2,91.53,95.0,0.37,59.12,19.68,14.51,0.44,10.1,3.11,2.09,2.73,1.31,41.41,0.53,0.13,17.64,59.06
260,15.8,27.6,0.1,2.89,95.0,0.0,52.1,52.01,39.39,0.48,0.39,9.7,2.06,2.38,1.12,0.1,0.13,0.11,51.78,51.88
261,37.8,91.6,6.4,0.0,0.0,0.0,17.88,11.15,10.71,4.45,3.19,1.72,1.11,2.0,1.63,0,0.0,nan,0,0
262,47.2,2.4,2.4,4.28,99.0,0.07,54.3,6.08,6.86,0.4,2.75,2.43,2.89,1.5,1.34,0.78,0.44,0.14,4.15,4.93
263,23.8,95.7,9.5,84.31,95.0,0.99,28.33,19.77,17.01,3.97,4.7,2.3,1.24,2.14,1.3,7.9,3.37,0.16,18.95,26.85
264,19.3,25.1,4.4,16.36,95.0,0.04,56.29,56.2,30.68,0.47,0.37,9.99,2.6,2.01,1.36,3.85,0.61,0.13,52.3,56.15
265,24.7,92.8,1.9,41.47,95.0,0.13,21.99,15.52,13.29,3.83,3.37,2.85,1.01,1.19,0.99,3.72,0.71,0.16,16.0,19.72
266,40.1,73.8,8.2,0.0,0.0,0.0,19.32,11.93,11.82,5.5,2.79,1.5,1.14,2.55,1.63,0,0.0,nan,0,0
267,38.6,60.7,3.3,0.0,99.0,0.0,18.6,9.29,8.83,6.47,3.78,2.37,1.13,1.74,1.53,0.44,0.0,0.13,5.16,5.6
268,16.0,36.2,7.8,99.75,95.0,0.43,59.72,42.41,28.31,0.44,12.11,7.23,2.78,3.53,1.76,23.96,1.08,0.14,35.73,59.69
269,4.0,19.7,7.6,0.0,0.0,0.0,59.52,59.45,59.4,0.47,0.39,0.29,2.08,1.95,1.33,0,0.0,nan,0,0
270,12.4,6.5,0.4,0.0,0.0,0.0,52.41,52.38,52.43,0.48,0.42,0.4,2.51,2.0,1.78,0,0.0,nan,0,0
271,27.6,32.6,9.8,96.87,95.0,0.51,61.67,22.4,16.79,0.43,11.31,3.26,2.45,4.47,1.78,41.45,0.76,0.14,20.15,61.6
272,44.2,98.8,2.7,1.77,99.0,0.03,10.67,6.7,7.14,3.94,2.34,2.03,1.07,1.31,1.35,0.79,0.2,0.15,4.48,5.27
273,4.2,9.6,5.0,0.0,0.0,0.0,57.0,56.96,57.0,0.47,0.4,0.35,2.49,2.05,1.87,0,0.0,nan,0,0
274,35.5,44.7,2.4,32.88,95.0,0.12,29.11,12.14,10.03,10.26,5.72,3.05,1.09,1.38,1.08,8.87,0.3,0.16,13.9,22.78
275,20.8,62.0,6.8,95.32,95.0,0.6,37.83,24.66,19.39,5.39,6.0,4.13,1.2,2.3,1.52,13.23,1.62,0.16,22.7,35.92
276,37.4,84.7,6.7,0.0,0.0,0.0,19.04,11.53,10.98,4.78,3.42,1.71,1.11,2.16,1.83,0,0.0,nan,0,0
277,6.1,84.1,3.0,64.7,95.0,0.21,33.0,26.87,24.2,3.57,3.23,3.09,1.18,1.26,0.93,4.79,1.35,0.16,26.58,31.37
278,28.3,37.3,7.4,95.36,95.0,0.46,59.24,21.43,15.67,0.42,9.7,3.5,2.14,3.09,1.53,32.12,0.73,0.14,18.98,51.1
279,10.0,24.7,2.5,0.0,0.0,0.0,54.49,54.43,54.35,0.48,0.39,0.29,2.24,1.99,1.23,0,0.0,nan,0,0
280,7.7,88.4,5.8,76.98,95.0,0.46,33.7,26.84,24.08,3.57,3.61,2.97,1.15,1.49,1.0,6.0,2.47,0.17,26.2,32.2
281,16.3,39.6,9.9,99.95,95.0,0.54,61.76,38.14,26.29,0.43,12.82,6.69,2.3,4.2,1.89,28.07,1.17,0.15,33.23,61.29
282,25.4,23.1,8.1,81.22,95.0,0.36,60.03,59.93,18.85,0.46,0.36,5.41,2.59,1.97,1.91,32.43,0.67,0.12,27.56,59.99
283,32.7,99.1,1.1,0.0,0.0,0.0,15.74,10.06,9.19,3.83,3.21,2.62,1.21,1.25,1.03,0,0.0,nan,0,0
284,23.7,81.9,8.4,87.13,95.0,0.85,30.11,20.27,17.04,4.45,5.07,2.72,1.31,2.08,1.2,9.37,2.59,0.16,19.17,28.54
285,45.7,4.0,3.0,2.19,99.0,0.04,54.91,6.9,7.49,0.41,2.96,2.44,2.42,1.63,1.46,0.72,0.3,0.15,4.77,5.49
286,6.0,19.0,9.7,0.0,0.0,0.0,61.68,61.63,61.55,0.46,0.38,0.28,2.21,1.97,1.68,0,0.0,nan,0,0
287,29.2,93.0,3.8,39.61,95.0,0.27,20.99,13.8,12.0,4.03,3.68,2.32,1.04,1.39,1.02,4.03,1.23,0.16,14.56,18.59
288,43.3,44.9,2.7,0.76,99.0,0.01,15.0,7.17,7.56,7.9,3.09,2.4,1.25,1.55,1.33,0.76,0.09,0.13,4.48,5.24
289,38.9,94.6,1.1,0.01,99.0,0.0,12.51,7.26,7.26,4.07,3.02,2.47,1.17,1.23,1.19,0.73,0.0,0.13,3.04,3.77
290,29.8,62.0,2.3,64.95,95.0,0.2,27.18,15.74,12.3,5.88,4.9,3.34,1.11,1.38,1.17,8.95,0.54,0.16,15.41,24.36
291,18.4,14.1,2.1,0.0,0.0,0.0,54.08,54.04,53.97,0.48,0.4,0.28,2.61,2.01,1.91,0,0.0,nan,0,0
292,12.7,59.9,6.6,96.7,95.0,0.5,43.53,31.65,25.84,4.94,5.53,4.71,1.09,2.1,1.42,12.18,1.72,0.16,29.51,41.69
293,10.2,1.1,3.3,0.0,0.0,0.0,55.33,55.27,55.33,0.47,0.41,0.38,2.04,2.24,1.83,0,0.0,nan,0,0
294,33.9,18.5,3.2,75.92,99.0,0.15,55.11,54.99,11.9,0.45,0.34,4.03,2.84,2.87,1.43,38.17,0.21,0.12,16.41,54.58
295,10.2,79.5,5.5,83.59,95.0,0.46,35.13,27.32,23.99,3.88,3.92,3.44,1.16,1.58,1.03,7.23,2.12,0.17,26.36,33.58
296,3.2,10.1,4.0,0.0,0.0,0.0,55.98,55.93,55.98,0.47,0.41,0.37,2.36,2.39,1.97,0,0.0,nan,0,0
297,27.5,63.9,1.0,71.15,95.0,0.09,27.79,17.51,13.24,5.42,4.58,3.86,0.98,1.14,1.21,8.48,0.28,0.16,16.64,25.12
298,8.2,69.5,4.2,86.72,95.0,0.32,38.58,30.28,26.24,4.12,3.93,3.83,1.1,1.55,1.21,7.81,1.53,0.17,29.1,36.91
299,14.2,30.8,9.5,86.63,95.0,0.45,61.47,61.33,31.61,0.46,0.37,8.82,2.09,2.29,2.05,16.85,1.62,0.13,44.58,61.42
300,15.6,56.7,3.6,97.25,95.0,0.29,41.79,30.42,23.96,5.22,4.98,4.7,1.24,1.45,1.14,12.35,0.95,0.16,27.63,39.98
301,20.8,86.4,10.0,90.74,95.0,0.98,31.98,22.31,18.86,4.22,5.32,2.95,1.33,2.49,1.49,9.43,3.18,0.16,21.14,30.57
302,18.2,19.7,7.3,5.53,95.0,0.02,59.24,59.16,32.13,0.47,0.37,12.04,2.71,2.74,1.98,0.13,10.61,0.14,58.95,59.08
303,10.2,0.6,9.0,0.0,0.0,0.0,60.98,60.96,60.96,0.46,0.39,0.31,2.62,1.97,1.9,0,0.0,nan,0,0
304,21.2,82.0,4.1,76.98,95.0,0.4,28.03,19.9,16.87,4.14,3.92,3.15,1.19,1.56,0.98,7.08,1.48,0.16,19.23,26.31
305,44.1,46.1,1.7,1.66,99.0,0.02,13.19,6.22,6.72,7.29,3.07,2.51,1.28,1.4,1.36,0.86,0.11,0.15,3.55,4.41
306,0.7,55.2,6.4,94.88,95.0,0.41,50.6,40.28,35.14,4.52,4.94,4.55,1.18,2.03,1.41,10.45,1.94,0.16,38.54,48.98
307,45.5,8.9,6.3,0.59,99.0,0.01,58.13,9.45,9.87,0.4,2.28,1.8,2.9,2.13,1.49,0.29,0.42,0.13,8.09,8.38
308,18.5,50.4,1.5,99.1,95.0,0.12,43.81,31.29,22.7,5.97,5.26,5.17,1.12,1.11,1.08,14.8,0.34,0.16,26.77,41.57
309,14.2,52.1,9.3,99.22,95.0,0.63,49.96,33.94,26.23,5.92,8.18,5.58,1.44,3.26,1.78,17.1,1.78,0.15,31.14,48.25
310,5.4,49.1,8.1,98.79,95.0,0.49,55.2,41.61,34.34,5.29,6.67,5.54,1.24,2.64,1.72,14.42,1.83,0.16,39.03,53.45
311,48.3,19.7,1.4,7.7,99.0,0.09,9.96,4.83,5.81,8.19,2.55,2.37,1.6,1.52,1.32,0.88,0.39,0.15,3.07,3.95
312,47.2,97.6,4.9,2.52,99.0,0.06,11.22,7.96,8.45,3.97,1.86,1.68,1.02,1.54,1.38,0.46,0.88,0.15,6.63,7.09
313,2.7,92.6,3.9,57.58,95.0,0.24,32.53,26.82,24.74,3.32,3.09,2.68,1.19,1.43,0.89,4.07,1.84,0.16,26.87,30.94
314,45.2,62.0,8.3,0.0,0.0,0.0,16.22,11.15,11.33,5.8,1.86,1.42,1.14,2.23,2.01,0,0.0,nan,0,0
315,8.0,78.6,2.3,70.62,95.0,0.17,33.52,27.05,23.82,3.76,3.34,3.37,1.14,1.19,1.06,5.36,1.0,0.17,26.48,31.83
316,20.2,84.6,8.3,88.57,95.0,0.82,31.31,22.09,18.75,4.18,4.85,3.05,1.32,2.14,1.22,8.89,2.74,0.16,20.98,29.86
317,9.1,21.8,4.1,0.0,0.0,0.0,56.02,55.97,55.89,0.48,0.4,0.29,2.17,1.88,1.42,0,0.0,nan,0,0
318,25.9,38.4,1.3,99.51,95.0,0.08,53.16,30.6,18.02,0.43,8.57,5.92,2.23,1.23,1.07,28.9,0.15,0.15,22.86,51.76
319,12.4,72.5,9.0,94.39,95.0,0.74,39.61,29.17,24.55,4.38,5.5,4.21,1.21,2.45,1.63,10.45,2.69,0.16,27.63,38.08
320,2.1,56.2,7.6,95.86,95.0,0.49,50.51,39.62,34.15,4.59,5.4,4.76,1.17,2.2,1.65,11.1,2.17,0.16,37.77,48.88
321,1.9,83.8,1.3,47.3,95.0,0.06,32.99,27.54,25.02,3.44,3.0,3.06,1.07,1.25,1.12,3.29,0.6,0.16,27.8,31.08
322,30.0,55.0,6.3,80.11,95.0,0.56,33.11,17.33,13.9,7.19,6.17,2.66,1.14,1.86,1.09,13.66,1.23,0.16,16.36,30.02
323,15.3,42.0,5.9,99.93,95.0,0.35,57.69,38.93,28.08,0.44,8.13,6.24,2.18,2.37,1.38,21.99,0.88,0.15,33.74,55.73
324,21.3,65.9,4.5,91.13,95.0,0.43,33.99,22.98,18.29,5.0,4.87,3.92,1.14,1.68,1.23,10.78,1.27,0.16,21.29,32.07
325,21.9,2.3,6.2,0.0,0.0,0.0,58.2,58.15,58.08,0.46,0.39,0.27,2.16,2.06,1.87,0,0.0,nan,0,0
326,24.5,23.5,7.7,77.07,95.0,0.33,59.61,59.47,20.07,0.46,0.36,6.09,2.01,2.43,1.68,28.85,0.68,0.12,30.7,59.55
327,39.0,45.8,1.9,0.0,99.0,0.0,21.34,8.89,8.2,9.28,4.45,2.88,1.15,1.42,1.4,0.64,0.0,0.12,3.7,4.34
328,23.7,10.7,1.4,0.0,0.0,0.0,53.35,53.29,53.22,0.48,0.4,0.27,2.22,2.21,1.65,0,0.0,nan,0,0
329,21.5,9.2,4.5,0.0,0.0,0.0,56.44,56.38,56.31,0.47,0.39,0.27,2.39,2.37,1.73,0,0.0,nan,0,0
330,25.5,4.1,6.4,0.0,0.0,0.0,58.37,58.31,58.23,0.46,0.37,0.25,2.35,2.0,1.64,0,0.0,nan,0,0
331,4.1,73.3,7.8,90.01,95.0,0.58,41.37,32.8,28.92,3.98,4.54,3.77,1.33,1.95,1.39,8.43,2.76,0.16,31.58,40.01
332,25.6,5.4,5.1,0.0,0.0,0.0,57.05,57.0,56.91,0.46,0.38,0.25,2.46,2.21,1.96,0,0.0,nan,0,0
333,18.9,95.1,1.4,43.74,95.0,0.1,23.96,18.08,15.82,3.59,3.14,2.99,1.01,1.24,0.91,3.4,0.62,0.17,18.46,21.86
334,42.9,99.6,7.3,0.04,99.0,0.0,15.37,10.66,10.76,4.21,2.13,1.52,1.07,2.06,1.78,0.17,0.06,0.12,9.18,9.36
335,40.7,19.4,9.8,0.0,0.0,0.0,61.7,13.11,13.01,0.41,2.74,1.36,2.26,3.14,1.99,0,0.0,nan,0,0
336,24.6,95.7,9.2,82.08,95.0,0.96,27.5,19.2,16.53,3.98,4.59,2.22,1.34,1.91,1.15,7.66,3.25,0.17,18.4,26.05
337,8.3,78.8,9.3,92.02,95.0,0.75,39.29,30.2,26.39,3.99,4.98,3.82,1.24,2.34,1.33,8.95,3.17,0.16,28.95,37.9
338,3.3,35.1,7.6,87.93,95.0,0.37,59.52,59.37,43.21,0.46,0.38,6.81,1.97,1.93,1.58,9.28,2.38,0.15,50.17,59.45
339,7.9,89.7,2.8,58.21,95.0,0.19,30.65,24.77,22.26,3.48,3.13,2.96,1.13,1.29,1.06,4.22,1.29,0.17,24.72,28.94
340,40.8,14.4,5.1,7.66,95.0,0.07,56.97,9.83,9.7,0.42,3.94,2.24,2.46,2.33,1.6,3.11,0.41,0.12,15.02,18.12
341,46.0,20.8,2.7,2.83,99.0,0.05,13.65,6.51,7.19,45.15,2.79,2.36,9.81,1.59,1.33,0.77,0.33,0.15,4.45,5.22
342,25.3,31.9,0.5,97.39,95.0,0.03,52.39,52.23,20.44,0.45,13.59,7.43,2.28,0.02,1.19,24.17,0.06,0.14,28.18,52.35
343,9.1,16.1,9.4,0.0,0.0,0.0,61.32,61.27,61.2,0.46,0.38,0.27,2.29,2.04,1.63,0,0.0,nan,0,0
