idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
743,42.7,31.5,0.5,0.7,99.0,0.0,18.11,6.19,6.67,13.36,4.13,3.1,1.49,1.41,1.13,1.13,0.01,0.15,2.3,3.42
744,40.8,30.4,0.5,0.07,99.0,0.0,52.31,7.57,7.39,0.4,5.02,3.41,2.73,1.36,1.14,1.03,0.0,0.15,2.3,3.34
745,48.0,49.6,0.5,9.16,99.0,0.05,8.58,4.13,5.17,5.45,2.5,2.31,1.17,1.34,1.14,0.99,0.15,0.15,2.23,3.22
746,12.1,39.0,0.5,98.85,95.0,0.03,52.39,46.63,34.15,0.45,5.75,6.25,2.6,1.25,0.93,13.18,0.12,0.15,39.18,52.36
747,11.1,30.9,0.5,7.51,95.0,0.0,52.45,52.36,42.09,0.48,0.38,7.69,2.11,2.09,0.94,0.17,0.74,0.15,52.09,52.26
748,24.2,79.3,0.5,54.05,95.0,0.04,24.37,17.06,14.02,4.27,3.67,3.52,0.95,1.13,0.92,4.95,0.18,0.17,17.04,21.98
749,8.7,35.8,0.5,61.74,95.0,0.02,52.42,52.3,39.75,0.47,0.38,6.34,2.46,1.81,0.93,5.65,0.18,0.15,46.7,52.35
750,48.6,29.1,0.5,9.85,99.0,0.05,9.01,3.97,5.12,6.94,2.57,2.4,1.33,1.59,1.26,0.97,0.17,0.15,2.23,3.2
751,5.7,53.4,0.5,96.13,95.0,0.04,45.96,37.57,31.36,4.64,4.02,4.39,1.04,1.11,1.14,9.27,0.17,0.16,34.83,44.1
752,20.2,6.5,0.5,0.0,0.0,0.0,52.47,52.44,52.44,0.48,0.41,0.33,2.55,2.01,1.79,0,0.0,nan,0,0
753,41.3,35.1,0.5,0.16,99.0,0.0,20.92,7.12,7.12,13.13,4.53,3.24,1.21,1.26,1.12,1.07,0.0,0.15,2.3,3.37
754,9.6,28.4,0.5,0.0,0.0,0.0,52.46,52.4,52.3,0.48,0.4,8.25,2.19,1.79,0.02,0,0.0,nan,0,0
755,1.7,66.4,0.5,76.23,95.0,0.03,39.05,32.82,29.05,3.9,3.37,3.61,1.2,1.09,0.97,5.5,0.23,0.16,31.91,37.41
756,7.8,70.6,0.5,77.81,95.0,0.04,35.24,28.71,24.76,3.96,3.43,3.66,1.12,1.18,1.13,5.74,0.22,0.16,27.78,33.53
757,13.5,83.5,0.5,58.96,95.0,0.04,28.42,22.39,19.45,3.73,3.23,3.37,1.02,1.22,0.93,4.23,0.23,0.17,22.25,26.48
758,22.2,83.6,0.5,51.85,95.0,0.04,24.16,17.65,14.75,4.01,3.46,3.41,1.14,1.13,0.93,4.37,0.2,0.16,17.7,22.07
759,8.0,35.3,0.5,47.8,95.0,0.02,52.43,52.31,40.76,0.47,0.38,6.32,2.27,1.94,0.97,4.38,0.18,0.15,47.96,52.34
760,18.8,95.8,0.5,32.0,95.0,0.03,22.96,17.64,15.14,3.54,3.07,3.08,1.1,1.01,1.15,2.5,0.21,0.15,18.24,20.75
761,47.5,50.5,0.5,8.28,99.0,0.04,8.89,4.17,5.22,5.54,2.57,2.34,1.16,1.5,1.22,0.99,0.14,0.16,2.26,3.25
762,22.6,13.1,0.5,0.0,0.0,0.0,52.47,52.41,52.34,0.48,0.41,0.28,2.26,2.38,1.78,0,0.0,nan,0,0
763,13.0,90.0,0.5,45.04,95.0,0.03,26.75,21.42,18.61,3.54,3.07,3.17,1.08,0.98,1.11,3.2,0.23,0.16,21.57,24.76
764,18.4,24.6,0.5,1.36,95.0,0.0,52.45,52.39,37.84,0.48,0.39,11.55,2.47,2.13,1.13,0.06,0.38,0.1,52.17,52.23
765,10.6,87.2,0.5,48.59,95.0,0.03,28.41,22.87,20.12,3.55,3.08,3.21,1.08,1.25,1.16,3.38,0.24,0.17,23.08,26.47
766,25.7,54.3,0.5,91.61,95.0,0.05,34.45,22.25,15.78,6.27,5.28,4.67,1.17,1.06,0.94,12.65,0.12,0.16,19.37,32.02
767,38.6,38.5,0.5,4.8,95.0,0.01,25.98,9.23,8.15,13.23,5.43,3.56,1.28,1.23,1.11,1.98,0.04,0.11,13.75,15.73
768,28.4,31.1,0.5,99.22,95.0,0.03,52.42,34.95,16.87,0.45,13.58,6.66,2.1,1.15,1.02,29.95,0.05,0.14,22.42,52.37
769,4.3,17.7,0.5,0.0,0.0,0.0,52.46,52.42,52.46,0.49,0.42,0.37,2.57,2.14,1.93,0,0.0,nan,0,0
770,16.1,66.3,0.5,88.97,95.0,0.05,33.69,25.98,20.92,4.5,3.9,4.09,1.16,0.97,0.95,7.91,0.19,0.17,24.01,31.92
771,28.1,36.1,0.5,98.74,95.0,0.03,52.37,29.18,16.11,0.43,9.66,6.0,2.14,1.14,1.11,31.14,0.05,0.15,21.12,52.26
772,14.8,6.6,0.5,0.0,0.0,0.0,52.49,52.43,52.49,0.48,0.41,0.38,2.11,2.29,1.71,0,0.0,nan,0,0
773,11.3,12.6,0.5,0.0,0.0,0.0,52.48,52.43,52.48,0.48,0.42,0.37,2.2,2.27,1.61,0,0.0,nan,0,0
774,14.1,40.3,0.5,99.92,95.0,0.03,52.38,43.65,31.04,0.44,5.83,6.21,2.3,1.28,1.11,16.43,0.1,0.16,35.89,52.32
775,38.7,88.3,0.5,0.01,99.0,0.0,12.84,7.08,7.08,4.28,3.19,2.65,0.99,1.15,1.09,0.83,0.0,0.14,2.37,3.2
776,6.6,27.7,0.5,0.0,0.0,0.0,52.44,52.39,52.31,0.48,0.4,0.3,2.61,2.35,1.6,0,0.0,nan,0,0
777,34.0,66.4,0.5,8.57,95.0,0.01,20.43,11.23,9.3,5.57,4.33,3.34,1.05,1.11,1.23,1.79,0.08,0.12,13.85,15.64
778,20.6,65.9,0.5,87.05,95.0,0.05,31.47,22.82,17.78,4.78,4.12,4.14,1.03,1.07,1.0,8.41,0.17,0.17,21.01,29.41
779,12.4,84.7,0.5,55.79,95.0,0.03,28.5,22.68,19.67,3.67,3.17,3.31,1.02,1.15,1.11,3.95,0.23,0.17,22.6,26.55
780,31.4,18.2,0.5,32.24,95.0,0.01,52.45,52.33,15.14,0.46,0.36,7.51,2.54,2.72,1.21,25.19,0.02,0.11,27.15,52.34
781,45.6,73.4,0.5,5.12,99.0,0.03,9.08,4.66,5.52,4.6,2.64,2.33,1.14,1.23,1.08,1.09,0.08,0.16,2.25,3.34
782,2.0,4.0,0.5,0.0,0.0,0.0,52.47,52.44,52.54,0.48,0.42,0.44,2.68,2.23,1.69,0,0.0,nan,0,0
783,9.9,30.3,0.5,3.41,95.0,0.0,52.46,52.37,43.62,0.48,0.39,7.63,2.0,2.2,1.16,0.09,0.61,0.13,52.14,52.24
784,2.0,31.1,0.5,0.0,0.0,0.0,52.45,52.36,52.29,0.48,0.4,0.3,2.15,2.45,1.42,0,0.0,nan,0,0
785,9.0,83.9,0.5,53.49,95.0,0.03,29.89,24.41,21.57,3.59,3.11,3.26,1.18,1.12,0.99,3.7,0.24,0.17,24.38,28.08
786,35.8,25.5,0.5,59.53,95.0,0.02,52.4,14.84,10.12,0.43,10.14,4.67,2.44,1.46,1.23,37.17,0.03,0.14,15.14,52.32
787,34.2,34.9,0.5,63.46,95.0,0.03,52.32,15.77,10.82,0.41,8.29,4.54,2.59,1.29,1.09,23.31,0.05,0.15,15.27,38.57
788,41.7,77.6,0.5,0.49,99.0,0.0,11.68,6.01,6.31,4.72,3.11,2.58,1.03,1.13,1.26,1.13,0.01,0.14,2.29,3.42
789,2.1,85.4,0.5,38.42,95.0,0.02,31.66,26.71,24.3,3.4,2.94,3.06,1.23,1.12,0.98,2.62,0.24,0.17,27.14,29.76
790,2.4,24.4,0.5,0.0,0.0,0.0,52.47,52.4,52.4,0.49,0.41,0.32,2.2,2.29,1.47,0,0.0,nan,0,0
791,39.6,21.0,0.5,15.84,95.0,0.01,52.38,9.15,8.04,0.42,6.72,3.9,2.84,1.5,1.29,15.37,0.02,0.13,13.77,29.14
792,37.5,8.6,0.5,43.19,95.0,0.01,52.44,52.34,9.9,0.45,0.34,5.18,2.79,2.56,1.19,35.7,0.02,0.11,16.65,52.35
793,19.7,74.8,0.5,74.21,95.0,0.05,28.33,20.92,17.18,4.26,3.7,3.75,1.05,1.26,0.94,6.21,0.2,0.17,20.15,26.36
794,14.1,9.0,0.5,0.0,0.0,0.0,52.49,52.43,52.46,0.48,0.42,0.37,2.01,2.24,2.15,0,0.0,nan,0,0
795,21.2,93.0,0.5,34.3,95.0,0.03,22.42,16.86,14.35,3.68,3.19,3.15,1.16,0.98,1.0,2.83,0.2,0.16,17.39,20.22
796,36.9,83.0,0.5,0.0,0.0,0.0,14.63,8.22,7.81,4.51,3.46,2.83,1.07,1.1,1.0,0,0.0,nan,0,0
797,22.6,5.4,0.5,0.0,0.0,0.0,52.48,52.42,52.42,0.48,0.41,0.31,2.4,2.38,1.6,0,0.0,nan,0,0
798,21.4,51.2,0.5,98.35,95.0,0.04,40.55,28.28,19.94,6.15,5.29,5.12,1.14,1.05,0.97,14.42,0.11,0.16,23.82,38.24
799,6.4,76.2,0.5,65.44,95.0,0.03,33.47,27.49,24.37,3.73,3.24,3.43,1.13,1.26,0.93,4.56,0.24,0.16,27.15,31.71
800,35.1,80.6,0.5,0.0,0.0,0.0,16.22,9.36,8.41,4.61,3.64,2.95,1.18,1.14,1.15,0,0.0,nan,0,0
801,27.3,96.9,0.5,0.0,0.0,0.0,18.58,12.88,11.09,3.73,3.21,2.96,1.16,1.17,1.17,0,0.0,nan,0,0
802,27.2,25.0,0.5,39.04,95.0,0.01,52.46,52.32,19.79,0.47,0.36,8.47,1.99,2.48,1.21,18.02,0.04,0.12,34.32,52.34
803,17.9,41.2,0.5,99.97,95.0,0.03,52.34,39.64,26.38,0.44,6.26,6.3,2.5,1.21,1.21,20.74,0.08,0.16,31.47,52.21
804,15.5,13.7,0.5,0.0,0.0,0.0,52.47,52.44,52.44,0.48,0.41,0.32,2.41,1.97,1.58,0,0.0,nan,0,0
805,33.5,23.8,0.5,87.58,95.0,0.03,52.41,52.29,12.05,0.45,35.74,5.62,2.74,0.01,1.27,34.84,0.04,0.13,17.53,52.37
806,25.8,44.5,0.5,98.17,95.0,0.04,44.35,26.99,16.88,8.17,6.74,5.47,1.12,1.04,1.22,19.79,0.08,0.15,21.43,41.22
807,17.6,29.9,0.5,15.69,95.0,0.0,52.43,52.34,33.72,0.48,0.37,8.9,2.73,2.25,1.16,3.02,0.09,0.13,49.27,52.29
808,7.1,56.3,0.5,94.84,95.0,0.04,43.38,35.22,29.45,4.55,3.95,4.29,1.05,1.16,1.06,8.78,0.18,0.16,32.78,41.56
809,40.8,54.8,0.5,0.11,99.0,0.0,15.64,6.92,6.92,6.85,3.85,2.95,1.04,1.17,1.19,1.06,0.0,0.14,2.3,3.36
810,8.5,66.7,0.5,84.69,95.0,0.04,36.95,29.95,25.32,4.14,3.58,3.85,0.99,1.04,1.2,6.62,0.21,0.17,28.49,35.11
811,23.1,76.6,0.5,63.66,95.0,0.04,25.65,18.32,14.79,4.33,3.74,3.64,1.17,1.17,1.09,5.67,0.19,0.16,17.94,23.61
812,5.7,28.9,0.5,0.0,0.0,0.0,52.44,52.38,52.31,0.48,0.4,0.3,2.44,2.33,1.27,0,0.0,nan,0,0
813,10.3,6.0,0.5,0.0,0.0,0.0,52.49,52.44,52.49,0.48,0.42,0.41,2.05,2.14,2.09,0,0.0,nan,0,0
814,9.9,70.2,0.5,80.76,95.0,0.04,34.74,27.86,23.85,4.05,3.52,3.74,1.03,1.23,0.99,6.14,0.22,0.17,26.79,32.94
815,5.6,32.4,0.5,6.32,95.0,0.0,52.46,52.37,45.07,0.48,0.39,6.47,1.98,1.88,1.15,0.12,0.85,0.13,52.13,52.25
816,18.1,16.8,0.5,0.0,0.0,0.0,52.47,52.41,52.36,0.48,0.41,0.29,2.37,2.3,1.53,0,0.0,nan,0,0
817,0.5,99.2,0.5,0.0,0.0,0.0,28.67,24.22,22.42,3.1,2.68,2.74,1.0,1.2,1.16,0,0.0,nan,0,0
818,4.2,71.7,0.5,70.64,95.0,0.03,36.12,29.92,26.49,3.81,3.3,3.51,0.96,1.09,0.91,4.98,0.23,0.17,29.26,34.25
819,28.2,10.9,0.5,0.0,0.0,0.0,52.46,52.41,52.32,0.47,0.39,33.08,2.46,2.13,0.0,0,0.0,nan,0,0
820,21.7,19.0,0.5,0.0,0.0,0.0,52.46,52.4,52.31,0.48,0.4,0.27,2.43,2.26,1.53,0,0.0,nan,0,0
821,0.4,92.0,0.5,19.48,95.0,0.01,30.42,25.71,23.7,3.22,2.8,2.88,1.09,1.24,1.08,1.37,0.24,0.15,26.78,28.15
822,31.4,93.5,0.5,0.0,0.0,0.0,16.89,10.89,9.64,3.95,3.33,2.9,1.05,1.06,0.96,0,0.0,nan,0,0
823,12.6,24.6,0.5,0.0,0.0,0.0,52.45,52.42,52.31,0.48,0.4,0.29,2.5,1.81,1.57,0,0.0,nan,0,0
824,1.4,77.4,0.5,53.96,95.0,0.03,34.61,29.1,26.15,3.56,3.09,3.26,1.11,1.19,1.19,3.67,0.24,0.16,29.1,32.77
825,14.8,18.6,0.5,0.0,0.0,0.0,52.48,52.42,52.37,0.48,0.41,0.29,1.99,2.06,1.64,0,0.0,nan,0,0
826,42.3,92.7,0.5,0.98,99.0,0.0,10.12,5.48,6.03,4.05,2.8,2.4,1.14,1.3,1.23,1.11,0.01,0.15,2.32,3.43
827,39.2,83.0,0.5,0.01,99.0,0.0,12.85,6.96,6.96,4.51,3.27,2.68,1.16,1.19,1.19,0.87,0.0,0.14,2.38,3.25
828,16.3,18.5,0.5,0.0,0.0,0.0,52.46,52.43,52.35,0.48,0.41,0.29,2.51,1.81,1.64,0,0.0,nan,0,0
829,16.0,36.9,0.5,97.39,95.0,0.03,52.42,47.29,31.16,0.46,8.56,6.95,2.05,1.52,0.99,14.23,0.11,0.15,38.14,52.38
830,18.5,83.1,0.5,59.29,95.0,0.04,26.26,19.87,16.84,3.9,3.38,3.44,1.06,1.2,0.92,4.57,0.21,0.16,19.7,24.27
831,2.1,56.7,0.5,90.57,95.0,0.04,44.55,37.14,32.27,4.29,3.71,4.03,1.09,1.16,0.94,7.52,0.2,0.17,35.31,42.82
832,41.0,70.6,0.5,0.19,99.0,0.0,12.99,6.38,6.71,5.2,3.36,2.72,1.02,1.24,1.05,1.08,0.0,0.14,2.31,3.39
833,47.2,49.4,0.5,7.66,99.0,0.04,9.04,4.33,5.29,5.72,2.63,2.37,1.3,1.31,1.21,1.02,0.12,0.16,2.24,3.27
834,7.9,30.0,0.5,0.0,0.0,0.0,52.45,52.38,46.4,0.48,0.39,9.79,2.35,1.95,1.59,0,0.0,nan,0,0
835,4.0,68.8,0.5,75.64,95.0,0.04,37.28,31.06,27.32,3.89,3.37,3.61,1.16,1.06,0.94,5.45,0.23,0.16,30.15,35.6
836,22.2,97.0,0.5,23.75,95.0,0.02,21.24,15.77,13.62,3.59,3.11,3.04,1.08,1.04,0.95,2.06,0.19,0.14,16.72,18.78
837,2.0,44.0,0.5,98.74,95.0,0.03,52.36,45.83,38.6,0.45,4.35,4.8,2.25,1.19,0.92,10.16,0.16,0.16,42.11,52.27
838,36.1,0.3,0.5,7.35,95.0,0.0,52.47,52.37,11.5,0.46,0.36,6.81,2.34,2.85,1.36,0.21,0.57,0.12,52.09,52.31
839,42.8,78.7,0.5,1.21,99.0,0.01,10.74,5.53,6.1,4.61,2.96,2.49,1.11,1.22,1.13,1.16,0.02,0.15,2.27,3.43
840,14.2,66.2,0.5,88.88,95.0,0.04,34.86,26.99,22.1,4.41,3.82,4.05,0.97,1.17,1.03,7.67,0.19,0.17,25.26,32.93
841,21.1,33.9,0.5,94.8,95.0,0.03,52.41,52.28,25.81,0.46,0.37,7.66,2.52,1.77,1.15,18.48,0.08,0.14,33.91,52.38
842,33.3,82.6,0.5,0.0,0.0,0.0,17.28,10.51,9.16,4.46,3.65,3.02,1.15,1.01,1.05,0,0.0,nan,0,0
843,8.2,29.6,0.5,0.0,0.0,0.0,52.47,52.38,46.65,0.48,0.39,9.76,1.93,2.22,1.47,0,0.0,nan,0,0
844,28.2,34.8,0.5,99.02,95.0,0.03,52.36,30.59,16.12,0.43,10.42,6.17,2.71,1.07,1.23,30.88,0.05,0.15,21.44,52.32
845,4.3,32.4,0.5,0.0,0.0,0.0,52.45,52.36,46.5,0.48,0.39,6.28,2.23,2.27,0.92,0,0.0,nan,0,0
846,48.6,90.9,0.5,11.13,99.0,0.06,6.97,3.86,4.84,3.7,2.14,2.02,1.09,1.4,1.22,0.94,0.2,0.16,2.22,3.16
847,48.7,96.2,0.5,11.5,99.0,0.06,6.66,3.82,4.86,3.56,2.1,1.99,1.27,1.4,1.07,0.92,0.21,0.16,2.23,3.15
848,40.6,6.0,0.5,18.97,99.0,0.01,52.44,8.69,8.01,0.44,46.54,4.18,2.41,15.66,1.24,35.74,0.01,0.1,14.54,50.28
849,30.5,29.7,0.5,97.55,95.0,0.03,52.4,29.57,14.51,0.44,14.26,6.13,2.73,1.19,1.18,32.42,0.05,0.14,19.95,52.37
850,47.6,48.1,0.5,8.41,99.0,0.04,8.88,4.16,5.2,5.68,2.57,2.35,1.22,1.5,1.24,1.0,0.14,0.15,2.24,3.24
851,15.0,34.3,0.5,70.01,95.0,0.02,52.42,52.28,34.02,0.46,0.37,7.39,2.35,2.16,1.08,8.27,0.14,0.15,44.1,52.37
852,1.4,18.9,0.5,0.0,0.0,0.0,52.48,52.43,52.46,0.49,0.42,0.37,1.99,2.01,2.01,0,0.0,nan,0,0
853,22.4,8.5,0.5,0.0,0.0,0.0,52.49,52.43,52.4,0.48,0.41,0.29,2.09,2.24,1.58,0,0.0,nan,0,0
854,18.6,58.1,0.5,95.96,95.0,0.05,37.18,27.16,20.79,5.18,4.49,4.6,0.99,1.24,0.95,10.78,0.15,0.16,24.25,35.03
855,26.5,56.5,0.5,86.4,95.0,0.05,32.37,20.42,14.78,6.07,5.11,4.45,0.99,1.15,0.99,11.35,0.13,0.16,18.32,29.67
856,5.7,18.1,0.5,0.0,0.0,0.0,52.49,52.42,52.45,0.49,0.42,0.36,1.98,2.27,1.86,0,0.0,nan,0,0
857,27.4,11.2,0.5,0.0,0.0,0.0,52.48,52.42,52.33,0.48,0.39,0.26,2.04,1.97,1.47,0,0.0,nan,0,0
858,12.7,9.5,0.5,0.0,0.0,0.0,52.47,52.44,52.47,0.48,0.42,0.38,2.48,1.98,2.06,0,0.0,nan,0,0
859,12.6,48.9,0.5,99.38,95.0,0.04,47.54,37.07,28.27,5.45,4.74,5.13,1.09,1.0,1.19,13.11,0.13,0.16,32.35,45.46
860,11.3,57.3,0.5,96.0,96.0,0.04,41.18,32.51,26.39,4.74,4.11,4.43,1.08,1.17,1.02,9.25,0.17,0.16,29.78,39.03
861,25.7,58.8,0.5,86.03,95.0,0.05,31.75,20.69,14.95,5.73,4.85,4.37,0.93,1.02,1.16,10.52,0.14,0.16,18.59,29.1
862,20.4,7.3,0.5,0.0,0.0,0.0,52.48,52.44,52.42,0.48,0.41,0.32,2.29,1.89,2.07,0,0.0,nan,0,0
863,43.2,55.1,0.5,1.28,99.0,0.01,12.58,5.67,6.26,6.36,3.34,2.71,1.18,1.25,1.1,1.17,0.02,0.15,2.26,3.42
864,37.8,11.5,0.5,45.26,95.0,0.01,52.43,52.33,9.28,0.45,0.34,4.84,2.74,2.21,1.42,36.66,0.02,0.11,15.69,52.35
865,36.1,10.2,0.5,45.0,95.0,0.01,52.44,52.34,10.81,0.46,0.34,5.73,2.73,2.66,1.32,34.04,0.02,0.11,18.32,52.36
866,19.6,17.1,0.5,0.0,0.0,0.0,52.48,52.42,52.34,0.48,0.41,0.28,2.01,2.07,1.61,0,0.0,nan,0,0
867,28.2,77.5,0.5,36.6,95.0,0.03,22.07,14.55,11.81,4.52,3.84,3.42,1.17,1.12,1.11,4.16,0.15,0.17,15.24,19.4
868,38.8,5.8,0.5,32.2,95.0,0.01,52.45,52.34,9.03,0.45,0.34,4.79,2.55,2.52,1.26,36.19,0.01,0.1,16.15,52.34
869,18.6,1.5,0.5,0.0,0.0,0.0,52.5,52.44,52.47,0.48,0.41,0.37,2.04,2.28,2.22,0,0.0,nan,0,0
870,10.7,30.0,0.5,3.52,95.0,0.0,52.44,52.38,43.35,0.48,0.39,7.84,2.43,1.85,1.06,0.1,0.61,0.14,52.14,52.24
871,21.3,88.9,0.5,42.79,95.0,0.03,23.39,17.24,14.58,3.8,3.29,3.26,1.05,1.22,1.11,3.51,0.2,0.17,17.67,21.18
872,43.6,56.3,0.5,1.73,99.0,0.01,12.16,5.48,6.05,6.13,3.22,2.65,1.05,1.24,1.24,1.13,0.03,0.15,2.29,3.42
873,43.5,16.8,0.5,1.15,99.0,0.01,52.36,6.0,6.49,0.41,4.34,3.23,3.0,1.44,1.32,1.12,0.02,0.15,2.31,3.42
874,17.1,76.4,0.5,73.34,95.0,0.04,29.09,22.25,18.3,4.09,3.54,3.67,1.07,1.09,1.2,5.77,0.21,0.16,21.43,27.2
875,41.3,12.3,0.5,9.49,95.0,0.01,52.41,7.77,7.36,0.42,6.09,3.79,2.66,1.52,1.43,12.12,0.01,0.13,13.77,25.88
876,36.9,94.8,0.5,0.0,0.0,0.0,13.29,7.79,7.6,4.01,3.17,2.67,1.12,1.16,1.0,0,0.0,nan,0,0
877,2.2,60.4,0.5,86.21,95.0,0.04,42.33,35.3,30.79,4.14,3.58,3.87,1.0,1.09,1.0,6.73,0.21,0.17,33.79,40.52
878,27.4,80.3,0.5,35.57,95.0,0.03,22.05,14.76,11.94,4.35,3.72,3.37,0.96,1.02,1.2,3.85,0.15,0.16,15.39,19.24
879,46.3,67.5,0.5,6.17,99.0,0.03,8.86,4.51,5.36,4.8,2.61,2.32,1.24,1.26,1.23,1.01,0.1,0.16,2.3,3.31
880,9.7,44.7,0.5,99.72,95.0,0.03,52.34,42.2,32.93,0.45,4.85,5.32,1.96,1.02,0.96,14.06,0.12,0.16,36.89,50.94
881,29.1,11.4,0.5,0.0,0.0,0.0,52.46,52.4,21.16,0.47,0.38,12.6,2.55,2.21,1.3,0,0.0,nan,0,0
882,5.5,80.1,0.5,55.61,95.0,0.03,32.35,26.78,23.87,3.6,3.12,3.28,1.17,1.19,1.03,3.82,0.24,0.17,26.74,30.56
883,27.7,29.0,0.5,93.69,95.0,0.03,52.43,52.27,18.09,0.46,0.36,7.26,2.21,2.54,1.09,26.78,0.06,0.14,25.61,52.39
884,19.0,14.4,0.5,0.0,0.0,0.0,52.48,52.42,52.37,0.48,0.41,0.29,2.19,2.14,1.76,0,0.0,nan,0,0
885,26.9,69.0,0.5,62.34,95.0,0.04,25.72,16.85,13.18,4.96,4.22,3.79,1.11,1.19,1.06,6.77,0.15,0.16,16.51,23.28
886,47.4,1.4,0.5,6.9,99.0,0.03,52.41,4.36,5.51,0.42,3.15,2.81,2.42,1.67,1.35,1.02,0.11,0.16,2.27,3.28
887,7.5,50.2,0.5,98.34,95.0,0.04,48.2,38.84,31.6,4.96,4.3,4.71,0.94,1.09,1.11,10.84,0.15,0.16,35.28,46.12
888,40.0,3.5,0.5,24.35,95.0,0.01,52.44,52.34,8.3,0.44,0.33,4.45,2.78,2.59,1.34,37.17,0.01,0.1,15.16,52.33
889,40.9,68.0,0.5,0.17,99.0,0.0,13.24,6.43,6.75,5.4,3.44,2.76,1.12,1.3,1.07,1.09,0.0,0.14,2.29,3.38
890,23.8,15.8,0.5,0.0,0.0,0.0,52.46,52.41,52.32,0.48,0.4,0.27,2.37,2.15,1.55,0,0.0,nan,0,0
891,19.7,87.3,0.5,49.13,95.0,0.04,24.48,18.42,15.75,3.8,3.29,3.32,1.16,1.21,0.9,3.86,0.21,0.17,18.61,22.47
892,3.8,32.9,0.5,4.57,95.0,0.0,52.44,52.35,45.86,0.48,0.39,6.14,2.42,2.26,1.16,0.07,1.15,0.11,52.17,52.24
893,44.7,58.9,0.5,3.23,99.0,0.02,10.74,5.06,5.73,5.65,2.98,2.53,1.14,1.22,1.3,1.07,0.05,0.16,2.31,3.39
894,8.5,36.1,0.5,65.5,95.0,0.02,52.43,52.29,39.42,0.47,0.38,6.27,2.22,2.05,1.11,5.9,0.18,0.15,46.46,52.36
895,28.9,38.8,0.5,96.46,95.0,0.03,52.33,25.29,14.83,0.42,8.51,5.53,2.07,1.15,1.19,26.54,0.06,0.15,19.55,46.09
896,0.3,57.9,0.5,87.17,95.0,0.03,44.25,37.17,32.65,4.16,3.6,3.9,1.05,1.13,0.96,6.87,0.21,0.17,35.62,42.49
897,1.0,45.9,0.5,97.82,95.0,0.03,52.34,44.7,37.87,0.45,4.17,4.58,2.0,0.97,0.99,10.18,0.16,0.17,41.32,51.5
898,2.3,14.6,0.5,0.0,0.0,0.0,52.48,52.45,52.48,0.48,0.42,0.4,2.13,1.73,2.06,0,0.0,nan,0,0
899,13.6,27.3,0.5,0.0,0.0,0.0,52.44,52.38,43.17,0.48,0.39,9.38,2.61,2.25,0.94,0,0.0,nan,0,0
900,13.1,56.9,0.5,96.72,95.0,0.04,40.79,31.6,25.36,4.88,4.23,4.54,0.99,1.23,0.91,10.09,0.16,0.16,28.7,38.78
901,47.8,99.2,0.5,9.97,99.0,0.05,7.08,3.95,4.91,3.57,2.17,2.02,1.1,1.43,1.23,0.97,0.17,0.15,2.23,3.2
902,28.0,77.1,0.5,38.19,95.0,0.03,22.37,14.7,12.01,4.53,3.86,3.44,1.07,1.11,0.98,4.29,0.15,0.16,15.32,19.6
903,38.7,63.3,0.5,0.0,99.0,0.0,16.22,7.82,7.46,5.94,3.93,3.0,1.08,1.24,1.2,0.78,0.0,0.11,2.35,3.14
904,18.1,28.2,0.5,7.52,95.0,0.0,52.43,52.37,34.5,0.48,0.38,9.63,2.66,1.95,1.1,0.73,0.17,0.14,51.53,52.27
905,43.6,93.9,0.5,2.4,99.0,0.01,9.24,5.06,5.71,3.97,2.65,2.31,1.18,1.25,1.25,1.04,0.04,0.16,2.37,3.41
906,15.2,76.3,0.5,73.57,95.0,0.04,30.08,23.26,19.42,4.03,3.48,3.64,0.96,1.18,1.17,5.63,0.22,0.17,22.51,28.13
907,25.4,63.5,0.5,79.66,95.0,0.05,29.37,19.46,14.62,5.28,4.49,4.12,0.95,1.11,1.11,8.82,0.15,0.16,18.06,26.88
908,27.5,40.6,0.5,97.81,95.0,0.04,52.31,26.59,15.89,0.43,7.87,5.61,2.04,1.13,1.15,24.25,0.07,0.15,20.56,44.81
909,16.9,32.3,0.5,45.94,95.0,0.01,52.44,52.32,32.78,0.47,0.37,8.1,2.24,1.86,1.22,7.67,0.1,0.13,44.67,52.34
910,24.1,36.7,0.5,99.92,95.0,0.03,52.36,36.86,20.7,0.44,8.76,6.72,2.78,1.19,1.1,26.06,0.06,0.15,26.28,52.33
911,11.7,34.9,0.5,61.03,95.0,0.02,52.42,52.28,37.12,0.47,0.38,6.9,2.41,2.3,1.2,6.66,0.15,0.15,45.69,52.35
912,0.4,87.1,0.5,30.94,95.0,0.02,31.73,26.84,24.6,3.32,2.88,2.98,1.17,1.23,1.1,2.13,0.24,0.15,27.57,29.7
913,22.3,56.9,0.5,94.66,95.0,0.05,35.43,24.56,17.87,5.6,4.82,4.66,1.12,1.17,1.15,11.62,0.13,0.16,21.62,33.24
914,8.4,6.6,0.5,0.0,0.0,0.0,52.47,52.45,52.51,0.48,0.42,0.42,2.47,1.95,1.81,0,0.0,nan,0,0
